"district","county","subcounty","parish","year","school_name","ownership","gender","grade","value","location_code","facility_id"
"Masindi","Bujenje","Bwijanga","Kitamba","2018","Kikingura Progressive Primary School","Private","Female","Division U","0.0","D02S13P03","kikingura-progressive-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2018","Kikingura Progressive Primary School","Private","Male","Division X","0.0","D02S13P03","kikingura-progressive-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kitamba","2018","Kikingura Progressive Primary School","Private","Female","Division X","0.0","D02S13P03","kikingura-progressive-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kijunjubwa","2018","Day Star Primary School","Private","Male","Division 1","0.0","D02S10","day-star-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kijunjubwa","2018","Day Star Primary School","Private","Female","Division 1","0.0","D02S10","day-star-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kijunjubwa","2018","Day Star Primary School","Private","Male","Division 2","3.0","D02S10","day-star-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kijunjubwa","2018","Day Star Primary School","Private","Female","Division 2","4.0","D02S10","day-star-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kijunjubwa","2018","Day Star Primary School","Private","Male","Division 3","0.0","D02S10","day-star-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kijunjubwa","2018","Day Star Primary School","Private","Female","Division 3","0.0","D02S10","day-star-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kijunjubwa","2018","Day Star Primary School","Private","Male","Division 4","0.0","D02S10","day-star-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kijunjubwa","2018","Day Star Primary School","Private","Female","Division 4","0.0","D02S10","day-star-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kijunjubwa","2018","Day Star Primary School","Private","Male","Division U","0.0","D02S10","day-star-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kijunjubwa","2018","Day Star Primary School","Private","Female","Division U","0.0","D02S10","day-star-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kijunjubwa","2018","Day Star Primary School","Private","Male","Division X","0.0","D02S10","day-star-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kijunjubwa","2018","Day Star Primary School","Private","Female","Division X","0.0","D02S10","day-star-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2018","Sunlight Primary School","Private","Male","Division 1","4.0","D02S13P02","sunlight-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2018","Sunlight Primary School","Private","Female","Division 1","0.0","D02S13P02","sunlight-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2018","Sunlight Primary School","Private","Male","Division 2","8.0","D02S13P02","sunlight-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2018","Sunlight Primary School","Private","Female","Division 2","11.0","D02S13P02","sunlight-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2018","Sunlight Primary School","Private","Male","Division 3","0.0","D02S13P02","sunlight-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2018","Sunlight Primary School","Private","Female","Division 3","3.0","D02S13P02","sunlight-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2018","Sunlight Primary School","Private","Male","Division 4","0.0","D02S13P02","sunlight-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2018","Sunlight Primary School","Private","Female","Division 4","1.0","D02S13P02","sunlight-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2018","Sunlight Primary School","Private","Male","Division U","0.0","D02S13P02","sunlight-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2018","Sunlight Primary School","Private","Female","Division U","0.0","D02S13P02","sunlight-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2018","Sunlight Primary School","Private","Male","Division X","0.0","D02S13P02","sunlight-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2018","Sunlight Primary School","Private","Female","Division X","0.0","D02S13P02","sunlight-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2018","Kilanyi Muslim Primary School","Government","Male","Division 1","0.0","D02S07P03","kilanyi-muslim-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2018","Kilanyi Muslim Primary School","Government","Female","Division 1","0.0","D02S07P03","kilanyi-muslim-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2018","Kilanyi Muslim Primary School","Government","Male","Division 2","9.0","D02S07P03","kilanyi-muslim-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2018","Kilanyi Muslim Primary School","Government","Female","Division 2","10.0","D02S07P03","kilanyi-muslim-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2018","Kilanyi Muslim Primary School","Government","Male","Division 3","1.0","D02S07P03","kilanyi-muslim-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2018","Kilanyi Muslim Primary School","Government","Female","Division 3","0.0","D02S07P03","kilanyi-muslim-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2018","Kilanyi Muslim Primary School","Government","Male","Division 4","0.0","D02S07P03","kilanyi-muslim-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2018","Kilanyi Muslim Primary School","Government","Female","Division 4","0.0","D02S07P03","kilanyi-muslim-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2018","Kilanyi Muslim Primary School","Government","Male","Division U","0.0","D02S07P03","kilanyi-muslim-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2018","Kilanyi Muslim Primary School","Government","Female","Division U","0.0","D02S07P03","kilanyi-muslim-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2018","Kilanyi Muslim Primary School","Government","Male","Division X","0.0","D02S07P03","kilanyi-muslim-primary-school_masindi"
"Masindi","Buruli","Labongo","Kihonda","2018","Kilanyi Muslim Primary School","Government","Female","Division X","0.0","D02S07P03","kilanyi-muslim-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2018","Kabango Primary School","Government","Male","Division 1","5.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2018","Kabango Primary School","Government","Female","Division 1","2.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2018","Kabango Primary School","Government","Male","Division 2","39.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2018","Kabango Primary School","Government","Female","Division 2","45.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2018","Kabango Primary School","Government","Male","Division 3","3.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2018","Kabango Primary School","Government","Female","Division 3","2.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2018","Kabango Primary School","Government","Male","Division 4","0.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2018","Kabango Primary School","Government","Female","Division 4","1.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2018","Kabango Primary School","Government","Male","Division U","1.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2018","Kabango Primary School","Government","Female","Division U","0.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2018","Kabango Primary School","Government","Male","Division X","0.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2018","Kabango Primary School","Government","Female","Division X","1.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2018","Blessed Damian Primary School","Private","Male","Division 1","4.0","D02S21P01","blessed-damian-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2018","Blessed Damian Primary School","Private","Female","Division 1","0.0","D02S21P01","blessed-damian-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2018","Blessed Damian Primary School","Private","Male","Division 2","14.0","D02S21P01","blessed-damian-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2018","Blessed Damian Primary School","Private","Female","Division 2","21.0","D02S21P01","blessed-damian-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2018","Blessed Damian Primary School","Private","Male","Division 3","0.0","D02S21P01","blessed-damian-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2018","Blessed Damian Primary School","Private","Female","Division 3","0.0","D02S21P01","blessed-damian-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2018","Blessed Damian Primary School","Private","Male","Division 4","1.0","D02S21P01","blessed-damian-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2018","Blessed Damian Primary School","Private","Female","Division 4","1.0","D02S21P01","blessed-damian-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2018","Blessed Damian Primary School","Private","Male","Division U","0.0","D02S21P01","blessed-damian-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2018","Blessed Damian Primary School","Private","Female","Division U","0.0","D02S21P01","blessed-damian-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2018","Blessed Damian Primary School","Private","Male","Division X","0.0","D02S21P01","blessed-damian-primary-school_masindi"
"Masindi","Buruli","Kyatiri Town Council","Kyatiri East Ward","2018","Blessed Damian Primary School","Private","Female","Division X","1.0","D02S21P01","blessed-damian-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2018","Cornerstone Infant Development School","Private","Male","Division 1","1.0","D02S05P04","cornerstone-infant-development-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2018","Cornerstone Infant Development School","Private","Female","Division 1","0.0","D02S05P04","cornerstone-infant-development-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2018","Cornerstone Infant Development School","Private","Male","Division 2","2.0","D02S05P04","cornerstone-infant-development-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2018","Cornerstone Infant Development School","Private","Female","Division 2","5.0","D02S05P04","cornerstone-infant-development-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2018","Cornerstone Infant Development School","Private","Male","Division 3","0.0","D02S05P04","cornerstone-infant-development-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2018","Cornerstone Infant Development School","Private","Female","Division 3","2.0","D02S05P04","cornerstone-infant-development-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2018","Cornerstone Infant Development School","Private","Male","Division 4","0.0","D02S05P04","cornerstone-infant-development-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2018","Cornerstone Infant Development School","Private","Female","Division 4","0.0","D02S05P04","cornerstone-infant-development-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2018","Cornerstone Infant Development School","Private","Male","Division U","0.0","D02S05P04","cornerstone-infant-development-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2018","Cornerstone Infant Development School","Private","Female","Division U","0.0","D02S05P04","cornerstone-infant-development-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2018","Cornerstone Infant Development School","Private","Male","Division X","0.0","D02S05P04","cornerstone-infant-development-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese West","2018","Cornerstone Infant Development School","Private","Female","Division X","0.0","D02S05P04","cornerstone-infant-development-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2018","Rutindo Primary School","Private","Male","Division 1","0.0","D02S05P02","rutindo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2018","Rutindo Primary School","Private","Female","Division 1","1.0","D02S05P02","rutindo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2018","Rutindo Primary School","Private","Male","Division 2","5.0","D02S05P02","rutindo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2018","Rutindo Primary School","Private","Female","Division 2","8.0","D02S05P02","rutindo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2018","Rutindo Primary School","Private","Male","Division 3","1.0","D02S05P02","rutindo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2018","Rutindo Primary School","Private","Female","Division 3","2.0","D02S05P02","rutindo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2018","Rutindo Primary School","Private","Male","Division 4","0.0","D02S05P02","rutindo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2018","Rutindo Primary School","Private","Female","Division 4","0.0","D02S05P02","rutindo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2018","Rutindo Primary School","Private","Male","Division U","0.0","D02S05P02","rutindo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2018","Rutindo Primary School","Private","Female","Division U","0.0","D02S05P02","rutindo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2018","Rutindo Primary School","Private","Male","Division X","0.0","D02S05P02","rutindo-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2018","Rutindo Primary School","Private","Female","Division X","0.0","D02S05P02","rutindo-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2018","Nyambindo Primary School","Government","Male","Division 1","0.0","D02S03P03","nyambindo-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2018","Nyambindo Primary School","Government","Female","Division 1","0.0","D02S03P03","nyambindo-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2018","Nyambindo Primary School","Government","Male","Division 2","11.0","D02S03P03","nyambindo-primary-school_masindi"
